"Country A","Country B","Type","Date of signature","Effective","Status","Source","WHTrates","PE","Other","UN","5(3)(a)C","5(3)(a)S","5(3)(b)","5(4)(a)","5(4)(b)","5(5)(b)","5(6)","5(7)","7(1)(b&c)","7(3)","8(2)","10(2)(a)Q","10(2)(a)T","10(2)(b)","11(2)","11(2)F","12(2)","12(2)C","12(2)E","12(A)","13(4)","13(5)","14","16(2)","21(3)","25B(5)","27","29"
"Bangladesh","Belgium","Original","1990","1997","In Force","0.45","0.5","0.47","0.38","0.41","6","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","15","","15","15","15","10","10","10","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Bangladesh","Canada","Original","1982","1982","In Force","0.45","0.5","0.47","0.38","0.41","6","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","15","","15","15","15","10","10","10","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Bangladesh","China","Original","1996","1998","In Force","0.36","0.38","0.47","0.25","0.35","6","YES","6","YES","YES","NO","NO","YES","NO","NO","YES","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Bangladesh","Denmark","Original","1996","1997","In Force","0.44","0.36","0.47","0.5","0.47","6","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","10","10","15","10","10","10","10","0","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Bangladesh","France","Original","1987","1988","In Force","0.46","0.41","0.47","0.5","0.47","6","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","10","10","15","10","10","10","10","10","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Bangladesh","Germany","Original","1990","1990","In Force","0.51","0.44","0.47","0.63","0.53","6","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","15","","15","10","10","10","10","10","0","YES","YES","YES","NO","YES","NO","NO","NA"
"Bangladesh","Indonesia","Original","2003","2007","In Force","0.5","0.41","0.72","0.38","0.53","6","YES","3","NO","NO","YES","NO","NO","NO","NO","YES","10","10","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Bangladesh","Italy","Original","1990","1980","In Force","0.47","0.44","0.47","0.5","0.47","6","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","10","10","15","15","10","10","10","10","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Bangladesh","Japan","Original","1991","1992","In Force","0.38","0.41","0.34","0.38","0.35","6","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","10","25","15","10","10","10","10","10","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Bangladesh","South Korea","Original","1983","1983","In Force","0.46","0.41","0.47","0.5","0.47","6","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","10","10","15","10","10","10","10","10","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Bangladesh","Malaysia","Original","1983","1981","In Force","0.55","0.56","0.59","0.5","0.53","6","YES","NO","NO","NO","YES","NO","NO","NO","NO","YES","15","","15","15","15","15","15","15","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Bangladesh","Mauritius","Original","2009","2012","In Force","0.35","0.13","0.69","0.25","0.41","12","YES","12","NO","NO","YES","NO","NO","NO","NO","YES","10","","10","0","0","0","0","0","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Bangladesh","Netherlands","Original","1993","1995","In Force","0.36","0.35","0.47","0.25","0.35","6","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","10","10","15","10","7.5","10","10","0","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Bangladesh","Norway","Original","2004","2006","In Force","0.4","0.36","0.47","0.38","0.41","6","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","10","10","15","10","10","10","10","0","0","NO","NO","YES","NO","YES","NO","YES","NA"
"Bangladesh","Pakistan","Original","1981","1980","In Force","0.51","0.56","0.47","0.5","0.47","6","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","15","","15","15","15","15","15","15","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Bangladesh","Philippines","Original","1997","2004","In Force","0.56","0.53","0.72","0.43","0.56","6","YES","6","NO","NO","YES","NO","NO","NO","NO","","10","25","15","15","15","15","15","15","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Bangladesh","Poland","Original","1997","2000","In Force","0.46","0.41","0.47","0.5","0.47","6","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","10","10","15","10","10","10","10","10","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Bangladesh","Romania","Original","1987","1989","In Force","0.46","0.41","0.47","0.5","0.47","6","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","10","10","15","10","10","10","10","10","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Bangladesh","Saudi Arabia","Original","2011","2012","In Force","0.6","0.34","0.72","0.75","0.71","6","YES","6","NO","NO","YES","NO","NO","YES","YES","YES","10","","10","7.5","7.5","10","10","10","0","NO","YES","YES","NO","YES","NO","NO","NA"
"Bangladesh","Singapore","Original","1980","1979","In Force","0.43","0.44","0.47","0.38","0.41","6","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","15","","15","10","10","10","10","10","0","YES","NO","NO","NO","YES","NO","NO","NA"
"Bangladesh","Sri Lanka","Original","1986","1989","In Force","0.49","0.56","0.47","0.43","0.44","6","NO","NO","NO","NO","YES","NO","NO","NO","NO","","15","","15","15","15","15","15","15","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Bangladesh","Sweden","Original","1982","1984","In Force","0.47","0.44","0.47","0.5","0.47","6","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","10","10","15","15","10","10","10","10","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Bangladesh","Switzerland","Original","2007","2009","In Force","0.28","0.36","0.09","0.38","0.24","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","YES","10","20","15","10","10","10","10","0","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Bangladesh","Thailand","Original","1997","1998","In Force","0.45","0.5","0.47","0.38","0.41","6","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","10","10","15","15","10","15","15","15","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Bangladesh","Turkey","Original","1999","2004","In Force","0.22","0.33","0.06","0.25","0.12","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","YES","10","","10","10","10","10","10","0","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Bangladesh","United Arab Emirates","Original","2011","2013","In Force","0.73","0.47","0.97","0.75","0.88","6","YES","6","NO","NO","YES","YES","YES","YES","YES","YES","5","3","10","10","10","10","10","10","10","YES","NO","YES","YES","NO","NO","NO","NA"
"Bangladesh","United Kingdom","Original","1979","1978","In Force","0.42","0.39","0.47","0.4","0.43","6","NO","NO","NO","NO","YES","NO","NO","NO","NO","","10","10","15","10","7.5","10","10","10","0","YES","NO","YES","","","NO","NO","NA"
"Bangladesh","United States","Original","2004","2006","In Force","0.41","0.33","0.47","0.43","0.44","6","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","10","10","15","10","5","10","10","0","0","YES","NO","YES","","YES","NO","NO","NA"
"Bangladesh","Vietnam","Original","2004","2006","In Force","0.82","0.75","0.84","0.88","0.88","6","YES","NO","NO","NO","YES","YES","YES","YES","YES","YES","15","","15","15","15","15","15","15","15","YES","YES","YES","NO","YES","NO","NO","NA"
"Bangladesh","India","Amended by protocol","2013","2013","In Force","0.42","0.41","0.47","0.38","0.41","6","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","10","25","15","10","10","10","10","10","0","NO","NO","YES","NO","YES","NO","YES","NA"
"Barbados","Venezuela","Original","1998","2001","In Force","0.56","0.47","0.47","0.75","0.65","6","NO","NO","NO","NO","NO","YES","NO","YES","YES","NO","5","5","10","15","5","10","10","10","10","YES","YES","YES","NO","YES","NO","NO","NA"
"Barbados","Botswana","Original","2005","2006","In Force","0.61","0.48","0.84","0.5","0.71","6","YES","6","NO","NO","YES","YES","NO","NO","YES","NO","5","25","12","10","10","10","10","10","10","YES","NO","YES","NO","YES","NO","NO","NA"
"Barbados","Seychelles","Original","2007","2009","In Force","0.14","0.19","0.22","0","0.12","6","NO","6","YES","YES","NO","NO","NO","NO","NO","NO","5","","5","5","5","5","5","5","0","NO","NO","NO","NO","NO","NO","NO","NA"
"Barbados","Mexico","Original","2008","2010","In Force","0.44","0.34","0.34","0.63","0.47","6","YES","NO","YES","YES","NO","YES","NO","NO","YES","NO","5","10","10","10","10","10","10","10","0","YES","YES","YES","NO","YES","NO","NO","LOB"
"Barbados","China","Amended by protocol","2010","2011","In Force","0.4","0.34","0.47","0.38","0.41","6","YES","6","YES","YES","NO","NO","YES","NO","NO","NO","5","25","10","10","10","10","10","10","0","YES","YES","YES","NO","NO","NO","NO","NA"
"Guyana","Barbados","Multilateral","1995","1996","In Force","","0.56","","0.5","","","","","","","","","","","","NO","0","","0","15","15","15","15","15","15","YES","YES","YES","NO","NO","NO","NO","NA"
"Barbados","Mauritius","Amended by MLI","2018","2021","In Force","0.14","0.19","0.09","0.13","0.12","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","","5","5","5","5","5","5","0","NO","NO","YES","NO","NO","YES","NO","PPT"
"Belarus","Mongolia","Original","2001","2008","In Force","0.44","0.5","0.56","0.25","0.41","12","YES","6","YES","YES","NO","YES","YES","YES","NO","NO","10","","10","10","10","10","10","10","10","NO","NO","YES","NO","NO","NO","NO","NA"
"Belarus","Sri Lanka","Original","2013","2015","In Force","0.61","0.36","0.84","0.63","0.71","6","YES","6","NO","YES","YES","YES","YES","NO","YES","YES","7.5","25","10","10","10","10","10","10","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Belarus","Vietnam","Original","1997","1998","In Force","0.61","0.5","0.72","0.63","0.65","6","YES","6","YES","YES","YES","YES","YES","NO","YES","NO","15","","15","10","10","15","15","15","0","YES","YES","YES","NO","YES","NO","NO","NA"
"Belarus","Ukraine","Original","1993","1996","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Belarus","Uzbekistan","Original","1994","1998","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Belarus","Moldova","Original","1994","1997","In Force","0.27","0.5","0.19","0.13","0.12","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","10","10","15","15","15","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Belarus","China","Original","1995","1997","In Force","0.26","0.38","0.28","0.13","0.18","18","YES","18","YES","YES","NO","NO","NO","NO","NO","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Belarus","Iran","Original","1995","2002","In Force","0.32","0.28","0.31","0.38","0.29","12","YES","NO","YES","YES","NO","NO","YES","NO","NO","NO","10","25","15","5","5","5","5","5","0","YES","NO","YES","NO","YES","NO","YES","NA"
"Belarus","Kyrgyzstan","Original","1997","1999","In Force","0.27","0.5","0.19","0.13","0.12","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","10","10","15","15","15","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Belarus","Syria","Original","1998","2003","In Force","0.42","0.54","0.59","0.13","0.35","6","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","15","","15","10","10","18","18","18","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Belarus","Egypt","Original","1998","2000","In Force","0.46","0.5","0.44","0.43","0.38","12","YES","NO","YES","YES","NO","YES","YES","NO","NO","NO","15","","15","10","10","15","15","15","0","","YES","YES","YES","NO","NO","NO","NA"
"Belarus","Tajikistan","Original","1999","2000","In Force","0.27","0.5","0.19","0.13","0.12","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","10","10","15","15","15","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Belarus","Lebanon","Original","2001","2003","In Force","0.27","0.22","0.45","0.13","0.26","9","YES","4","YES","YES","NO","YES","NO","NO","NO","NO","7.5","","7.5","5","5","5","5","5","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Belarus","Turkmenistan","Original","2002","2005","In Force","0.53","0.5","0.72","0.38","0.53","6","YES","3","YES","YES","YES","YES","YES","NO","YES","NO","15","","15","10","10","15","15","15","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Belarus","South Africa","Original","2002","2004","In Force","0.3","0.32","0.31","0.25","0.24","12","YES","4","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","5","10","10","5","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Belarus","North Macedonia","Original","2005","2007","In Force","0.23","0.38","0.31","0","0.12","12","YES","3","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","10","10","10","0","NO","NO","NO","NO","NO","NO","NO","NA"
"Belarus","Thailand","Original","2005","2007","In Force","0.47","0.44","0.59","0.38","0.47","6","YES","3","YES","YES","YES","NO","YES","NO","NO","YES","10","","10","10","10","15","15","15","0","NO","YES","YES","NO","NO","NO","NO","NA"
"Belarus","North Korea","Original","2006","2008","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Belarus","Venezuela","Original","2007","2010","In Force","0.32","0.27","0.45","0.25","0.32","9","YES","6","YES","YES","NO","YES","NO","NO","NO","NO","5","25","15","5","5","10","5","5","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Belarus","Indonesia","Original","2013","2019","In Force","0.36","0.38","0.47","0.25","0.35","6","YES","NO","YES","YES","YES","NO","YES","NO","YES","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Belarus","Laos","Original","2013","2015","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Belarus","Georgia","Original","2015","2016","In Force","0.14","0.22","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","10","5","5","5","5","5","0","YES","NO","NO","NO","NO","NO","NO","NA"
"Belarus","Ecuador","Original","2016","2018","In Force","0.47","0.34","0.58","0.5","0.5","9","YES","6","YES","YES","NO","YES","YES","NO","NO","NO","5","25","10","10","10","10","10","10","0","YES","YES","YES","NO","YES","NO","NO","LOB-PPT"
"Belarus","India","Amended by protocol","2015","2015","In Force","0.67","0.66","0.72","0.63","0.71","6","YES","NO","YES","NO","YES","YES","YES","YES","NO","NO","10","25","15","10","10","15","15","15","15","YES","YES","YES","NO","YES","NO","YES","NA"
"Armenia","Belarus","Amended by protocol","2016","2017","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Belarus","Pakistan","Amended by protocol","2016","2017","In Force","0.44","0.48","0.22","0.63","0.41","6","YES","NO","YES","YES","NO","NO","NO","NO","YES","YES","11","25","15","10","10","15","15","15","0","NO","NO","YES","YES","YES","NO","NO","NA"
"Belgium","DR Congo","Original","2007","2012","In Force","0.27","0.34","0.09","0.38","0.24","6","NO","NO","YES","YES","NO","NO","NO","NO","YES","NO","10","25","15","10","0","10","10","10","0","YES","NO","NO","NO","YES","NO","YES","NA"
"Belgium","Ghana","Original","2005","2009","In Force","0.31","0.46","0.22","0.25","0.29","6","YES","NO","YES","YES","NO","NO","NO","NO","YES","NO","5","10","15","10","10","10","10","0","10","NO","NO","YES","NO","NO","NO","YES","NA"
"Belgium","Ivory Coast","Original","1977","1980","In Force","0.49","0.51","0.84","0.13","0.47","6","YES","NO","NO","NO","YES","YES","YES","NO","NO","NO","15","","15","16","16","10","10","10","0","NO","NO","YES","NO","NO","NO","YES","NA"
"Belgium","Mongolia","Original","1995","2001","In Force","0.23","0.23","0.22","0.25","0.24","6","NO","NO","YES","YES","NO","NO","YES","NO","NO","NO","5","10","15","10","0","5","5","0","0","NO","NO","YES","NO","YES","NO","YES","NA"
"Belgium","Nigeria","Original","1989","1995","In Force","0.49","0.48","0.36","0.63","0.47","3","YES","NO","YES","YES","YES","NO","NO","YES","YES","YES","12.5","10","15","12.5","12.5","12.5","12.5","12.5","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Belgium","Rwanda","Original","2007","2011","In Force","0.4","0.47","0.47","0.25","0.41","6","YES","3","YES","YES","NO","YES","NO","NO","NO","NO","0","25","15","10","10","10","10","10","10","YES","NO","NO","NO","YES","NO","YES","NA"
"Belgium","Senegal","Original","1987","1994","In Force","0.54","0.51","0.97","0.13","0.53","6","YES","6","NO","NO","YES","YES","YES","NO","NO","NO","16","","16","15","15","10","10","10","0","NO","NO","YES","NO","NO","NO","YES","NA"
"Belgium","Sri Lanka","Original","1983","1984","In Force","0.55","0.44","0.84","0.38","0.59","6","YES","6","NO","NO","YES","NO","YES","NO","YES","YES","15","","15","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Belgium","Vietnam","Original","1996","2000","In Force","0.66","0.63","0.72","0.63","0.71","6","YES","6","NO","NO","YES","NO","NO","YES","YES","NO","5","50","15","10","10","15","15","15","15","YES","YES","YES","NO","NO","NO","YES","NA"
"Belgium","Thailand","Original","1978","1980","In Force","0.42","0.55","0.47","0.25","0.35","6","NO","NO","YES","YES","YES","YES","YES","NO","NO","YES","15","25","NO LIMIT","25","10","15","5","15","0","NO","NO","NO","NO","YES","NO","YES","NA"
"Belgium","Kosovo","Pre-independence","1980","1984","In Force","0.22","0.47","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","25","15","15","15","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Belgium","Kyrgyzstan","Pre-independence","1987","1990","In Force","0.09","0.28","0","0","0","24","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","15","0","0","0","0","0","NO","NO","NO","","NO","NO","NO","NA"
"Belgium","Moldova","Pre-independence","1987","1990","In Force","0.09","0.28","0","0","0","24","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","15","0","0","0","0","0","NO","NO","NO","","NO","NO","NO","NA"
